,schedule.Wednesday.lesson1.name,schedule.Wednesday.lesson1.group,schedule.Wednesday.lesson1.teacher,schedule.Wednesday.lesson1.date.weeks,schedule.Wednesday.lesson1.date.day,schedule.Wednesday.lesson1.class_type,schedule.Wednesday.lesson1.time.start,schedule.Wednesday.lesson1.time.end,schedule.Wednesday.lesson1.classroom,schedule.Wednesday.lesson1.address,schedule.Wednesday.lesson2.name,schedule.Wednesday.lesson2.group,schedule.Wednesday.lesson2.teacher,schedule.Wednesday.lesson2.date.weeks,schedule.Wednesday.lesson2.date.day,schedule.Wednesday.lesson2.class_type,schedule.Wednesday.lesson2.time.start,schedule.Wednesday.lesson2.time.end,schedule.Wednesday.lesson2.classroom,schedule.Wednesday.lesson2.address,schedule.Wednesday.lesson3.name,schedule.Wednesday.lesson3.group,schedule.Wednesday.lesson3.teacher,schedule.Wednesday.lesson3.date.weeks,schedule.Wednesday.lesson3.date.day,schedule.Wednesday.lesson3.class_type,schedule.Wednesday.lesson3.time.start,schedule.Wednesday.lesson3.time.end,schedule.Wednesday.lesson3.classroom,schedule.Wednesday.lesson3.address,schedule.Wednesday.lesson4.name,schedule.Wednesday.lesson4.group,schedule.Wednesday.lesson4.teacher,schedule.Wednesday.lesson4.date.weeks,schedule.Wednesday.lesson4.date.day,schedule.Wednesday.lesson4.class_type,schedule.Wednesday.lesson4.time.start,schedule.Wednesday.lesson4.time.end,schedule.Wednesday.lesson4.classroom,schedule.Wednesday.lesson4.address,schedule.Wednesday.lesson5.name,schedule.Wednesday.lesson5.group,schedule.Wednesday.lesson5.teacher,schedule.Wednesday.lesson5.date.weeks,schedule.Wednesday.lesson5.date.day,schedule.Wednesday.lesson5.class_type,schedule.Wednesday.lesson5.time.start,schedule.Wednesday.lesson5.time.end,schedule.Wednesday.lesson5.classroom,schedule.Wednesday.lesson5.address,schedule.Friday.lesson1.name,schedule.Friday.lesson1.group,schedule.Friday.lesson1.teacher,schedule.Friday.lesson1.date.weeks,schedule.Friday.lesson1.date.day,schedule.Friday.lesson1.class_type,schedule.Friday.lesson1.time.start,schedule.Friday.lesson1.time.end,schedule.Friday.lesson1.classroom,schedule.Friday.lesson1.address,schedule.Friday.lesson2.name,schedule.Friday.lesson2.group,schedule.Friday.lesson2.teacher,schedule.Friday.lesson2.date.weeks,schedule.Friday.lesson2.date.day,schedule.Friday.lesson2.class_type,schedule.Friday.lesson2.time.start,schedule.Friday.lesson2.time.end,schedule.Friday.lesson2.classroom,schedule.Friday.lesson2.address,schedule.Friday.lesson3.name,schedule.Friday.lesson3.group,schedule.Friday.lesson3.teacher,schedule.Friday.lesson3.date.weeks,schedule.Friday.lesson3.date.day,schedule.Friday.lesson3.class_type,schedule.Friday.lesson3.time.start,schedule.Friday.lesson3.time.end,schedule.Friday.lesson3.classroom,schedule.Friday.lesson3.address,schedule.Friday.lesson4.name,schedule.Friday.lesson4.group,schedule.Friday.lesson4.teacher,schedule.Friday.lesson4.date.weeks,schedule.Friday.lesson4.date.day,schedule.Friday.lesson4.class_type,schedule.Friday.lesson4.time.start,schedule.Friday.lesson4.time.end,schedule.Friday.lesson4.classroom,schedule.Friday.lesson4.address
0,Информатика,"Информ 1 (P3106, P3107, P3108, P3109, P3110, P3111, P3112, P3113, P3114, P3115, P3116, P3117, P3118, P3119)",Балакшин Павел Валерьевич,"[2, 4, 6, 8, 10, 12, 14, 16]",3,Лекция,8:20,9:50,Ауд. Актовый зал (1216/0 (усл)),"ул. Ломоносова, д. 9, лит. М",Программирование,"Прог 1 (P3106, P3107, P3108, P3109, P3110, P3111, P3112, P3113, P3114, P3115, P3116, P3117, P3118, P3119, P3120, P3121, P3122, P3123, P3124, P3130, P3131, P3132)",Гаврилов Антон Валерьевич,"[1, 3, 5, 7, 9, 11, 13, 15]",3,Лекция,8:20,9:50,Ауд. Актовый зал (1216/0 (усл)),"ул. Ломоносова, д. 9, лит. М",Основы профессиональной деятельности,"Осн Проф деят 1 (P3106, P3107, P3108, P3109, P3110, P3111, P3112, P3113, P3114, P3115, P3116, P3117, P3118, P3119, P3120, P3121, P3122, P3123, P3124, P3130, P3131, P3132)",Клименков Сергей Викторович,"[2, 4, 6, 8, 10, 12, 14, 16]",3,Лекция,10:00,11:30,Ауд. Актовый зал (1216/0 (усл)),"ул. Ломоносова, д. 9, лит. М",Программирование,Прог 1.21 (P3131),Бобрусь Александр Владимирович,"[2, 4, 6, 8, 10, 12, 14, 16]",3,Лабораторные занятия,13:30,15:00,Ауд. 1415,"Кронверкский пр., д. 49, лит. А",Программирование,Прог 1.21 (P3131),Бобрусь Александр Владимирович,"[2, 4, 6, 8, 10, 12, 14, 16]",3,Лабораторные занятия,15:20,16:50,Ауд. 1415,"Кронверкский пр., д. 49, лит. А",Математический анализ,Мат Ан 6,Правдин Константин Владимирович,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",5,Лекция,10:00,11:30,Ауд. 2407,"Кронверкский пр., д. 49, лит. А",Математический анализ,Мат Ан 6.2,Правдин Константин Владимирович,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",5,Практические занятия,11:40,13:10,Ауд. 1316,"Кронверкский пр., д. 49, лит. А",Основы дискретной математики (базовый уровень),ДИСКР МАТЕМ БАЗ 4,Поляков Владимир Иванович,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",5,Лекция,17:00,18:30,Ауд. 1428,"Кронверкский пр., д. 49, лит. А",Основы дискретной математики (базовый уровень),ДИСКР МАТЕМ БАЗ 4.1,Поляков Владимир Иванович,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",5,Практические занятия,18:40,20:10,Ауд. 1428,"Кронверкский пр., д. 49, лит. А"
